"group";"ISOweek";"deaths"
"Total";"2015-W31";994
"Total";"2015-W32";976
"Total";"2015-W33";1001
"Total";"2015-W34";964
"Total";"2015-W35";950
"Total";"2015-W36";927
"Total";"2015-W37";962
"Total";"2015-W38";984
"Total";"2015-W39";1019
"Total";"2015-W40";1010
"Total";"2015-W41";957
"Total";"2015-W42";1003
"Total";"2015-W43";1060
"Total";"2015-W44";1044
"Total";"2015-W45";1013
"Total";"2015-W46";1017
"Total";"2015-W47";1041
"Total";"2015-W48";1128
"Total";"2015-W49";1155
"Total";"2015-W50";1077
"Total";"2015-W51";1082
"Total";"2015-W52";1063
"Total";"2015-W53";1042
"Total";"2016-W01";1146
"Total";"2016-W02";1114
"Total";"2016-W03";1098
"Total";"2016-W04";1156
"Total";"2016-W05";1131
"Total";"2016-W06";1097
"Total";"2016-W07";1115
"Total";"2016-W08";1186
"Total";"2016-W09";1195
"Total";"2016-W10";1205
"Total";"2016-W11";1213
"Total";"2016-W12";1127
"Total";"2016-W13";1126
"Total";"2016-W14";1074
"Total";"2016-W15";1112
"Total";"2016-W16";1057
"Total";"2016-W17";1028
"Total";"2016-W18";1101
"Total";"2016-W19";1086
"Total";"2016-W20";1000
"Total";"2016-W21";1033
"Total";"2016-W22";1005
"Total";"2016-W23";970
"Total";"2016-W24";969
"Total";"2016-W25";1041
"Total";"2016-W26";959
"Total";"2016-W27";972
"Total";"2016-W28";947
"Total";"2016-W29";1024
"Total";"2016-W30";1019
"Total";"2016-W31";961
"Total";"2016-W32";1002
"Total";"2016-W33";975
"Total";"2016-W34";1026
"Total";"2016-W35";965
"Total";"2016-W36";1011
"Total";"2016-W37";985
"Total";"2016-W38";948
"Total";"2016-W39";1035
"Total";"2016-W40";959
"Total";"2016-W41";1084
"Total";"2016-W42";1097
"Total";"2016-W43";1046
"Total";"2016-W44";1055
"Total";"2016-W45";1073
"Total";"2016-W46";1094
"Total";"2016-W47";1084
"Total";"2016-W48";1069
"Total";"2016-W49";1101
"Total";"2016-W50";1131
"Total";"2016-W51";1123
"Total";"2016-W52";1205
"Total";"2017-W01";1175
"Total";"2017-W02";1171
"Total";"2017-W03";1150
"Total";"2017-W04";1160
"Total";"2017-W05";1280
"Total";"2017-W06";1167
"Total";"2017-W07";1289
"Total";"2017-W08";1217
"Total";"2017-W09";1229
"Total";"2017-W10";1165
"Total";"2017-W11";1191
"Total";"2017-W12";1180
"Total";"2017-W13";1089
"Total";"2017-W14";1026
"Total";"2017-W15";1055
"Total";"2017-W16";1018
"Total";"2017-W17";1030
"Total";"2017-W18";1109
"Total";"2017-W19";1062
"Total";"2017-W20";1088
"Total";"2017-W21";1012
"Total";"2017-W22";1018
"Total";"2017-W23";1030
"Total";"2017-W24";1080
"Total";"2017-W25";1034
"Total";"2017-W26";992
"Total";"2017-W27";957
"Total";"2017-W28";1000
"Total";"2017-W29";997
"Total";"2017-W30";981
"Total";"2017-W31";981
"Total";"2017-W32";996
"Total";"2017-W33";974
"Total";"2017-W34";1018
"Total";"2017-W35";999
"Total";"2017-W36";982
"Total";"2017-W37";1061
"Total";"2017-W38";1031
"Total";"2017-W39";1035
"Total";"2017-W40";1038
"Total";"2017-W41";1051
"Total";"2017-W42";1027
"Total";"2017-W43";997
"Total";"2017-W44";1028
"Total";"2017-W45";1010
"Total";"2017-W46";1141
"Total";"2017-W47";1073
"Total";"2017-W48";1095
"Total";"2017-W49";1128
"Total";"2017-W50";1164
"Total";"2017-W51";1123
"Total";"2017-W52";1201
"Total";"2018-W01";1199
"Total";"2018-W02";1190
"Total";"2018-W03";1224
"Total";"2018-W04";1171
"Total";"2018-W05";1226
"Total";"2018-W06";1243
"Total";"2018-W07";1353
"Total";"2018-W08";1321
"Total";"2018-W09";1388
"Total";"2018-W10";1411
"Total";"2018-W11";1319
"Total";"2018-W12";1347
"Total";"2018-W13";1248
"Total";"2018-W14";1229
"Total";"2018-W15";1233
"Total";"2018-W16";1119
"Total";"2018-W17";1071
"Total";"2018-W18";1088
"Total";"2018-W19";1077
"Total";"2018-W20";1079
"Total";"2018-W21";1008
"Total";"2018-W22";1048
"Total";"2018-W23";1070
"Total";"2018-W24";1014
"Total";"2018-W25";1012
"Total";"2018-W26";977
"Total";"2018-W27";1074
"Total";"2018-W28";1028
"Total";"2018-W29";1049
"Total";"2018-W30";1158
"Total";"2018-W31";1136
"Total";"2018-W32";1093
"Total";"2018-W33";1070
"Total";"2018-W34";1038
"Total";"2018-W35";996
"Total";"2018-W36";1034
"Total";"2018-W37";1006
"Total";"2018-W38";1059
"Total";"2018-W39";1005
"Total";"2018-W40";1096
"Total";"2018-W41";1047
"Total";"2018-W42";1007
"Total";"2018-W43";1027
"Total";"2018-W44";1066
"Total";"2018-W45";1046
"Total";"2018-W46";1006
"Total";"2018-W47";1061
"Total";"2018-W48";1059
"Total";"2018-W49";1142
"Total";"2018-W50";1101
"Total";"2018-W51";1177
"Total";"2018-W52";1073
"Total";"2019-W01";1193
"Total";"2019-W02";1209
"Total";"2019-W03";1189
"Total";"2019-W04";1139
"Total";"2019-W05";1272
"Total";"2019-W06";1323
"Total";"2019-W07";1252
"Total";"2019-W08";1176
"Total";"2019-W09";1149
"Total";"2019-W10";1111
"Total";"2019-W11";1140
"Total";"2019-W12";1094
"Total";"2019-W13";1084
"Total";"2019-W14";1142
"Total";"2019-W15";1070
"Total";"2019-W16";1110
"Total";"2019-W17";1074
"Total";"2019-W18";1107
"Total";"2019-W19";1089
"Total";"2019-W20";1027
"Total";"2019-W21";1031
"Total";"2019-W22";1039
"Total";"2019-W23";1060
"Total";"2019-W24";1030
"Total";"2019-W25";1092
"Total";"2019-W26";1068
"Total";"2019-W27";984
"Total";"2019-W28";1004
"Total";"2019-W29";1038
"Total";"2019-W30";1037
"Total";"2019-W31";1014
"Total";"2019-W32";996
"Total";"2019-W33";983
"Total";"2019-W34";1056
"Total";"2019-W35";1051
"Total";"2019-W36";1046
"Total";"2019-W37";1031
"Total";"2019-W38";1079
"Total";"2019-W39";1066
"Total";"2019-W40";1036
"Total";"2019-W41";1095
"Total";"2019-W42";1045
"Total";"2019-W43";1082
"Total";"2019-W44";1020
"Total";"2019-W45";1103
"Total";"2019-W46";1088
"Total";"2019-W47";1117
"Total";"2019-W48";1155
"Total";"2019-W49";1167
"Total";"2019-W50";1154
"Total";"2019-W51";1109
"Total";"2019-W52";1104
"Total";"2020-W01";1177
"Total";"2020-W02";1197
"Total";"2020-W03";1117
"Total";"2020-W04";1080
"Total";"2020-W05";1139
"Total";"2020-W06";1137
"Total";"2020-W07";1100
"Total";"2020-W08";1086
"Total";"2020-W09";1071
"Total";"2020-W10";1100
"Total";"2020-W11";1124
"Total";"2020-W12";1181
"Total";"2020-W13";1151
"Total";"2020-W14";1193
"Total";"2020-W15";1194.554
"Total";"2020-W16";1126.068
"Total";"2020-W17";1141.804
"Total";"2020-W18";1094.13
"Total";"2020-W19";1072.766
"Total";"2020-W20";1011.407
"Total";"2020-W21";1039.755
"Total";"2020-W22";1040.578
