"group";"ISOweek";"N"
"65to74";"2014-W41";626932.571428571
"65to74";"2014-W42";627131.285714286
"65to74";"2014-W43";627320.571428571
"65to74";"2014-W44";627489.571428571
"65to74";"2014-W45";627630.285714286
"65to74";"2014-W46";627787.142857143
"65to74";"2014-W47";627989.285714286
"65to74";"2014-W48";628137.428571429
"65to74";"2014-W49";628382.285714286
"65to74";"2014-W50";628637.428571429
"65to74";"2014-W51";628852.142857143
"65to74";"2014-W52";628966.857142857
"65to74";"2015-W01";629140.857142857
"65to74";"2015-W02";629386.142857143
"65to74";"2015-W03";629600.428571429
"65to74";"2015-W04";629757.285714286
"65to74";"2015-W05";629965.285714286
"65to74";"2015-W06";630136
"65to74";"2015-W07";630329.285714286
"65to74";"2015-W08";630505.142857143
"65to74";"2015-W09";630645.714285714
"65to74";"2015-W10";630885.714285714
"65to74";"2015-W11";631107.142857143
"65to74";"2015-W12";631413.571428571
"65to74";"2015-W13";631771
"65to74";"2015-W14";632124.571428571
"65to74";"2015-W15";632433.285714286
"65to74";"2015-W16";632704.857142857
"65to74";"2015-W17";632966.142857143
"65to74";"2015-W18";633257.142857143
"65to74";"2015-W19";633492.428571429
"65to74";"2015-W20";633774.285714286
"65to74";"2015-W21";634049.571428571
"65to74";"2015-W22";634281.571428571
"65to74";"2015-W23";634550
"65to74";"2015-W24";634847
"65to74";"2015-W25";635063.857142857
"65to74";"2015-W26";635216
"65to74";"2015-W27";635542.571428571
"65to74";"2015-W28";635778.857142857
"65to74";"2015-W29";636003.142857143
"65to74";"2015-W30";636180.142857143
"65to74";"2015-W31";636300.714285714
"65to74";"2015-W32";636461.714285714
"65to74";"2015-W33";636578
"65to74";"2015-W34";636708.428571429
"65to74";"2015-W35";636852.428571429
"65to74";"2015-W36";637051.285714286
"65to74";"2015-W37";637179.142857143
"65to74";"2015-W38";637407.142857143
"65to74";"2015-W39";637582.857142857
"65to74";"2015-W40";637746
"65to74";"2015-W41";637867.142857143
"65to74";"2015-W42";638034.714285714
"65to74";"2015-W43";638169.571428571
"65to74";"2015-W44";638367.714285714
"65to74";"2015-W45";638467.285714286
"65to74";"2015-W46";638567.142857143
"65to74";"2015-W47";638712.142857143
"65to74";"2015-W48";638849.285714286
"65to74";"2015-W49";639033.285714286
"65to74";"2015-W50";639268.428571429
"65to74";"2015-W51";639538
"65to74";"2015-W52";639656.428571429
"65to74";"2015-W53";639867.571428571
"65to74";"2016-W01";640131.428571429
"65to74";"2016-W02";640407.285714286
"65to74";"2016-W03";640661.714285714
"65to74";"2016-W04";640875.428571429
"65to74";"2016-W05";641093.857142857
"65to74";"2016-W06";641298.285714286
"65to74";"2016-W07";641567.142857143
"65to74";"2016-W08";641772.142857143
"65to74";"2016-W09";641931.285714286
"65to74";"2016-W10";642156.857142857
"65to74";"2016-W11";642439.428571429
"65to74";"2016-W12";642567.428571429
"65to74";"2016-W13";642730.285714286
"65to74";"2016-W14";642868.571428571
"65to74";"2016-W15";643026
"65to74";"2016-W16";643158.857142857
"65to74";"2016-W17";643409
"65to74";"2016-W18";643543
"65to74";"2016-W19";643721.857142857
"65to74";"2016-W20";643881
"65to74";"2016-W21";644114.571428571
"65to74";"2016-W22";644310.571428571
"65to74";"2016-W23";644494.571428571
"65to74";"2016-W24";644688.285714286
"65to74";"2016-W25";644793.714285714
"65to74";"2016-W26";644919.857142857
"65to74";"2016-W27";645036.857142857
"65to74";"2016-W28";645074.571428571
"65to74";"2016-W29";645156.285714286
"65to74";"2016-W30";645237.857142857
"65to74";"2016-W31";645387.571428571
"65to74";"2016-W32";645450.142857143
"65to74";"2016-W33";645487.142857143
"65to74";"2016-W34";645550.428571429
"65to74";"2016-W35";645641.285714286
"65to74";"2016-W36";645668.714285714
"65to74";"2016-W37";645649
"65to74";"2016-W38";645669.142857143
"65to74";"2016-W39";645716.428571429
"65to74";"2016-W40";645725
"65to74";"2016-W41";645795.571428571
"65to74";"2016-W42";645803.857142857
"65to74";"2016-W43";645865.285714286
"65to74";"2016-W44";645992.428571429
"65to74";"2016-W45";646143.714285714
"65to74";"2016-W46";646276
"65to74";"2016-W47";646382.142857143
"65to74";"2016-W48";646558
"65to74";"2016-W49";646687
"65to74";"2016-W50";646856.857142857
"65to74";"2016-W51";646933.285714286
"65to74";"2016-W52";646960.428571429
"65to74";"2017-W01";647018.714285714
"65to74";"2017-W02";647120.142857143
"65to74";"2017-W03";647238.142857143
"65to74";"2017-W04";647325.428571429
"65to74";"2017-W05";647478.714285714
"65to74";"2017-W06";647521
"65to74";"2017-W07";647535.714285714
"65to74";"2017-W08";647549.428571429
"65to74";"2017-W09";647597.857142857
"65to74";"2017-W10";647605
"65to74";"2017-W11";647707.428571429
"65to74";"2017-W12";647744.285714286
"65to74";"2017-W13";647877.428571429
"65to74";"2017-W14";648011.428571429
"65to74";"2017-W15";648150.428571429
"65to74";"2017-W16";648250.428571429
"65to74";"2017-W17";648406.571428571
"65to74";"2017-W18";648488.285714286
"65to74";"2017-W19";648524
"65to74";"2017-W20";648596.142857143
"65to74";"2017-W21";648622.428571429
"65to74";"2017-W22";648658.857142857
"65to74";"2017-W23";648641.857142857
"65to74";"2017-W24";648722.857142857
"65to74";"2017-W25";648706.428571429
"65to74";"2017-W26";648714.428571429
"65to74";"2017-W27";648733.142857143
"65to74";"2017-W28";648791.571428571
"65to74";"2017-W29";648750.142857143
"65to74";"2017-W30";648793
"65to74";"2017-W31";648811.428571429
"65to74";"2017-W32";648687.428571429
"65to74";"2017-W33";648638.428571429
"65to74";"2017-W34";648521.857142857
"65to74";"2017-W35";648479.285714286
"65to74";"2017-W36";648387
"65to74";"2017-W37";648380.285714286
"65to74";"2017-W38";648432.285714286
"65to74";"2017-W39";648447
"65to74";"2017-W40";648484.285714286
"65to74";"2017-W41";648547
"65to74";"2017-W42";648612.714285714
"65to74";"2017-W43";648662.285714286
"65to74";"2017-W44";648714
"65to74";"2017-W45";648744
"65to74";"2017-W46";648781
"65to74";"2017-W47";648811
"65to74";"2017-W48";648995.285714286
"65to74";"2017-W49";648982.857142857
"65to74";"2017-W50";649009.571428571
"65to74";"2017-W51";649104.285714286
"65to74";"2017-W52";649123.857142857
"65to74";"2018-W01";649208.714285714
"65to74";"2018-W02";649370.428571429
"65to74";"2018-W03";649478.857142857
"65to74";"2018-W04";649452.714285714
"65to74";"2018-W05";649566.285714286
"65to74";"2018-W06";649651.857142857
"65to74";"2018-W07";649672.714285714
"65to74";"2018-W08";649680.142857143
"65to74";"2018-W09";649691.714285714
"65to74";"2018-W10";649763.857142857
"65to74";"2018-W11";649842.285714286
"65to74";"2018-W12";649931.857142857
"65to74";"2018-W13";650025.857142857
"65to74";"2018-W14";650039
"65to74";"2018-W15";650021.428571429
"65to74";"2018-W16";650109.857142857
"65to74";"2018-W17";650208.428571429
"65to74";"2018-W18";650342.428571429
"65to74";"2018-W19";650402.142857143
"65to74";"2018-W20";650422
"65to74";"2018-W21";650436.857142857
"65to74";"2018-W22";650393.571428571
"65to74";"2018-W23";650393.714285714
"65to74";"2018-W24";650440.428571429
"65to74";"2018-W25";650514.285714286
"65to74";"2018-W26";650607.428571429
"65to74";"2018-W27";650585
"65to74";"2018-W28";650489.142857143
"65to74";"2018-W29";650477.428571429
"65to74";"2018-W30";650428.142857143
"65to74";"2018-W31";650427.142857143
"65to74";"2018-W32";650356.142857143
"65to74";"2018-W33";650336.714285714
"65to74";"2018-W34";650288.714285714
"65to74";"2018-W35";650320.142857143
"65to74";"2018-W36";650231.428571429
"65to74";"2018-W37";650180.142857143
"65to74";"2018-W38";650151.714285714
"65to74";"2018-W39";650091.714285714
"65to74";"2018-W40";650099
"65to74";"2018-W41";650058.857142857
"65to74";"2018-W42";649996.571428571
"65to74";"2018-W43";649924.857142857
"65to74";"2018-W44";649822.285714286
"65to74";"2018-W45";649720.285714286
"65to74";"2018-W46";649639.285714286
"65to74";"2018-W47";649534.428571429
"65to74";"2018-W48";649405.714285714
"65to74";"2018-W49";649331
"65to74";"2018-W50";649311.857142857
"65to74";"2018-W51";649211.857142857
"65to74";"2018-W52";649149.571428571
"65to74";"2019-W01";649188.571428571
"65to74";"2019-W02";649040.285714286
"65to74";"2019-W03";648933.571428571
"65to74";"2019-W04";648767.285714286
"65to74";"2019-W05";648598.428571429
"65to74";"2019-W06";648508.142857143
"65to74";"2019-W07";648498.571428571
"65to74";"2019-W08";648443.285714286
"65to74";"2019-W09";648365.571428571
"65to74";"2019-W10";648326.571428571
"65to74";"2019-W11";648209.428571429
"65to74";"2019-W12";648126.285714286
"65to74";"2019-W13";648049.714285714
"65to74";"2019-W14";648058.571428571
"65to74";"2019-W15";647969.428571429
"65to74";"2019-W16";647869.571428571
"65to74";"2019-W17";647757.714285714
"65to74";"2019-W18";647611.285714286
"65to74";"2019-W19";647517.714285714
"65to74";"2019-W20";647498.714285714
"65to74";"2019-W21";647478.714285714
"65to74";"2019-W22";647496.285714286
"65to74";"2019-W23";647473.571428571
"65to74";"2019-W24";647487.428571429
"65to74";"2019-W25";647469.571428571
"65to74";"2019-W26";647386.857142857
"65to74";"2019-W27";647325.714285714
"65to74";"2019-W28";647270.285714286
"65to74";"2019-W29";647234.285714286
"65to74";"2019-W30";647078.714285714
"65to74";"2019-W31";646893.428571429
"65to74";"2019-W32";646711.428571429
"65to74";"2019-W33";646555.571428571
"65to74";"2019-W34";646327
"65to74";"2019-W35";646181.285714286
"65to74";"2019-W36";646057.714285714
"65to74";"2019-W37";645994
"65to74";"2019-W38";645863.428571429
"65to74";"2019-W39";645740
"65to74";"2019-W40";645714.857142857
"65to74";"2019-W41";645655
"65to74";"2019-W42";645555.857142857
"65to74";"2019-W43";645352.142857143
"65to74";"2019-W44";645280.428571429
"65to74";"2019-W45";645188.714285714
"65to74";"2019-W46";645080.285714286
"65to74";"2019-W47";644958.428571429
"65to74";"2019-W48";644807.285714286
"65to74";"2019-W49";644589.142857143
"65to74";"2019-W50";644464.428571429
"65to74";"2019-W51";644394.714285714
"65to74";"2019-W52";644171.142857143
"65to74";"2020-W01";644016.571428571
"65to74";"2020-W02";643791.857142857
"65to74";"2020-W03";643584.857142857
"65to74";"2020-W04";643386.428571429
"65to74";"2020-W05";643258.142857143
"65to74";"2020-W06";643110.714285714
"65to74";"2020-W07";642955.142857143
"65to74";"2020-W08";642881.714285714
"65to74";"2020-W09";642776
"65to74";"2020-W10";642656.142857143
"65to74";"2020-W11";642601.285714286
"65to74";"2020-W12";642511.285714286
"65to74";"2020-W13";642310.857142857
"65to74";"2020-W14";642164.428571429
"65to74";"2020-W15";642007
"65to74";"2020-W16";641851.428571429
"65to74";"2020-W17";641774.142857143
"65to74";"2020-W18";641683.714285714
"65to74";"2020-W19";641605
"65to74";"2020-W20";641485
"65to74";"2020-W21";641308.571428571
"65to74";"2020-W22";641194.285714286
"75to84";"2014-W27";307912
"75to84";"2014-W28";308062.285714286
"75to84";"2014-W29";308238.285714286
"75to84";"2014-W30";308419.857142857
"75to84";"2014-W31";308627.428571429
"75to84";"2014-W32";308736.285714286
"75to84";"2014-W33";308888.571428571
"75to84";"2014-W34";309063.857142857
"75to84";"2014-W35";309208
"75to84";"2014-W36";309338.714285714
"75to84";"2014-W37";309493.857142857
"75to84";"2014-W38";309686.428571429
"75to84";"2014-W39";309859.857142857
"75to84";"2014-W40";310058.285714286
"75to84";"2014-W41";310227.142857143
"75to84";"2014-W42";310455
"75to84";"2014-W43";310589.428571429
"75to84";"2014-W44";310746.428571429
"75to84";"2014-W45";310896.571428571
"75to84";"2014-W46";311078.857142857
"75to84";"2014-W47";311236
"75to84";"2014-W48";311406.142857143
"75to84";"2014-W49";311526.857142857
"75to84";"2014-W50";311600.857142857
"75to84";"2014-W51";311732.714285714
"75to84";"2014-W52";311859.714285714
"75to84";"2015-W01";312009.142857143
"75to84";"2015-W02";312238.428571429
"75to84";"2015-W03";312387.428571429
"75to84";"2015-W04";312592
"75to84";"2015-W05";312792.285714286
"75to84";"2015-W06";313010.428571429
"75to84";"2015-W07";313225.714285714
"75to84";"2015-W08";313444.285714286
"75to84";"2015-W09";313685.571428571
"75to84";"2015-W10";313884
"75to84";"2015-W11";314071.285714286
"75to84";"2015-W12";314278.571428571
"75to84";"2015-W13";314472.142857143
"75to84";"2015-W14";314708.142857143
"75to84";"2015-W15";314971
"75to84";"2015-W16";315194.714285714
"75to84";"2015-W17";315451.285714286
"75to84";"2015-W18";315739.571428571
"75to84";"2015-W19";315976.142857143
"75to84";"2015-W20";316224.857142857
"75to84";"2015-W21";316421.142857143
"75to84";"2015-W22";316645.285714286
"75to84";"2015-W23";316840
"75to84";"2015-W24";317008
"75to84";"2015-W25";317189.428571429
"75to84";"2015-W26";317426.285714286
"75to84";"2015-W27";317622.285714286
"75to84";"2015-W28";317849.428571429
"75to84";"2015-W29";318098.285714286
"75to84";"2015-W30";318301.571428571
"75to84";"2015-W31";318507.571428571
"75to84";"2015-W32";318730.428571429
"75to84";"2015-W33";318952.571428571
"75to84";"2015-W34";319095.285714286
"75to84";"2015-W35";319306.857142857
"75to84";"2015-W36";319543.428571429
"75to84";"2015-W37";319771.428571429
"75to84";"2015-W38";319995.714285714
"75to84";"2015-W39";320224.428571429
"75to84";"2015-W40";320532.142857143
"75to84";"2015-W41";320756
"75to84";"2015-W42";320972.714285714
"75to84";"2015-W43";321118.285714286
"75to84";"2015-W44";321254
"75to84";"2015-W45";321393
"75to84";"2015-W46";321585.571428571
"75to84";"2015-W47";321722.571428571
"75to84";"2015-W48";321814.571428571
"75to84";"2015-W49";321948.857142857
"75to84";"2015-W50";321980.285714286
"75to84";"2015-W51";322080.571428571
"75to84";"2015-W52";322251
"75to84";"2015-W53";322308.714285714
"75to84";"2016-W01";322478.571428571
"75to84";"2016-W02";322535.857142857
"75to84";"2016-W03";322613
"75to84";"2016-W04";322747.571428571
"75to84";"2016-W05";322916.285714286
"75to84";"2016-W06";323137.571428571
"75to84";"2016-W07";323331.142857143
"75to84";"2016-W08";323588.142857143
"75to84";"2016-W09";323771.571428571
"75to84";"2016-W10";323949.142857143
"75to84";"2016-W11";324130.857142857
"75to84";"2016-W12";324368.285714286
"75to84";"2016-W13";324588.285714286
"75to84";"2016-W14";324849.428571429
"75to84";"2016-W15";325144
"75to84";"2016-W16";325429.428571429
"75to84";"2016-W17";325645.857142857
"75to84";"2016-W18";325917.285714286
"75to84";"2016-W19";326163.428571429
"75to84";"2016-W20";326384
"75to84";"2016-W21";326623.571428571
"75to84";"2016-W22";326857.714285714
"75to84";"2016-W23";327053.571428571
"75to84";"2016-W24";327314.714285714
"75to84";"2016-W25";327579.571428571
"75to84";"2016-W26";327877.571428571
"75to84";"2016-W27";328095.428571429
"75to84";"2016-W28";328431.714285714
"75to84";"2016-W29";328666.571428571
"75to84";"2016-W30";328885.857142857
"75to84";"2016-W31";329121
"75to84";"2016-W32";329355
"75to84";"2016-W33";329585.714285714
"75to84";"2016-W34";329786.142857143
"75to84";"2016-W35";329997.285714286
"75to84";"2016-W36";330181.142857143
"75to84";"2016-W37";330445.714285714
"75to84";"2016-W38";330746.285714286
"75to84";"2016-W39";331124.857142857
"75to84";"2016-W40";331441.714285714
"75to84";"2016-W41";331636.428571429
"75to84";"2016-W42";331830.285714286
"75to84";"2016-W43";332009.142857143
"75to84";"2016-W44";332157
"75to84";"2016-W45";332297.857142857
"75to84";"2016-W46";332508.571428571
"75to84";"2016-W47";332730
"75to84";"2016-W48";332947.571428571
"75to84";"2016-W49";333137.285714286
"75to84";"2016-W50";333276.142857143
"75to84";"2016-W51";333443.857142857
"75to84";"2016-W52";333547.857142857
"75to84";"2017-W01";333831.857142857
"75to84";"2017-W02";333983.142857143
"75to84";"2017-W03";334115.571428571
"75to84";"2017-W04";334266.571428571
"75to84";"2017-W05";334430
"75to84";"2017-W06";334602.571428571
"75to84";"2017-W07";334845
"75to84";"2017-W08";335053
"75to84";"2017-W09";335390.142857143
"75to84";"2017-W10";335722
"75to84";"2017-W11";336004.857142857
"75to84";"2017-W12";336298.142857143
"75to84";"2017-W13";336624
"75to84";"2017-W14";336996.142857143
"75to84";"2017-W15";337361.857142857
"75to84";"2017-W16";337765.714285714
"75to84";"2017-W17";338120.571428571
"75to84";"2017-W18";338482
"75to84";"2017-W19";338843.571428571
"75to84";"2017-W20";339217.571428571
"75to84";"2017-W21";339548.142857143
"75to84";"2017-W22";339944.285714286
"75to84";"2017-W23";340373.428571429
"75to84";"2017-W24";340693.571428571
"75to84";"2017-W25";341017.714285714
"75to84";"2017-W26";341349.142857143
"75to84";"2017-W27";341712
"75to84";"2017-W28";342049.571428571
"75to84";"2017-W29";342397.285714286
"75to84";"2017-W30";342733.571428571
"75to84";"2017-W31";343010.142857143
"75to84";"2017-W32";343359
"75to84";"2017-W33";343744.571428571
"75to84";"2017-W34";344135
"75to84";"2017-W35";344482.428571429
"75to84";"2017-W36";344844.714285714
"75to84";"2017-W37";345162.285714286
"75to84";"2017-W38";345492.142857143
"75to84";"2017-W39";345924.571428571
"75to84";"2017-W40";346216.142857143
"75to84";"2017-W41";346546.714285714
"75to84";"2017-W42";346826.571428571
"75to84";"2017-W43";347092.714285714
"75to84";"2017-W44";347368.428571429
"75to84";"2017-W45";347650.857142857
"75to84";"2017-W46";347959.714285714
"75to84";"2017-W47";348260.285714286
"75to84";"2017-W48";348482.428571429
"75to84";"2017-W49";348755.142857143
"75to84";"2017-W50";349055.142857143
"75to84";"2017-W51";349305.714285714
"75to84";"2017-W52";349492
"75to84";"2018-W01";349752.285714286
"75to84";"2018-W02";350038.714285714
"75to84";"2018-W03";350282.714285714
"75to84";"2018-W04";350530.571428571
"75to84";"2018-W05";350769.714285714
"75to84";"2018-W06";350945
"75to84";"2018-W07";351241.714285714
"75to84";"2018-W08";351566.285714286
"75to84";"2018-W09";351890.428571429
"75to84";"2018-W10";352139.428571429
"75to84";"2018-W11";352424.571428571
"75to84";"2018-W12";352706.285714286
"75to84";"2018-W13";353076
"75to84";"2018-W14";353434.428571429
"75to84";"2018-W15";353843.857142857
"75to84";"2018-W16";354205.428571429
"75to84";"2018-W17";354617.285714286
"75to84";"2018-W18";354963.285714286
"75to84";"2018-W19";355317.428571429
"75to84";"2018-W20";355771.428571429
"75to84";"2018-W21";356191.142857143
"75to84";"2018-W22";356658
"75to84";"2018-W23";357017.714285714
"75to84";"2018-W24";357396.857142857
"75to84";"2018-W25";357764.571428571
"75to84";"2018-W26";358094.571428571
"75to84";"2018-W27";358551.428571429
"75to84";"2018-W28";358866.428571429
"75to84";"2018-W29";359189.428571429
"75to84";"2018-W30";359587.571428571
"75to84";"2018-W31";359889.857142857
"75to84";"2018-W32";360230.428571429
"75to84";"2018-W33";360521
"75to84";"2018-W34";360840.571428571
"75to84";"2018-W35";361216.428571429
"75to84";"2018-W36";361535.714285714
"75to84";"2018-W37";361860
"75to84";"2018-W38";362206.428571429
"75to84";"2018-W39";362644.857142857
"75to84";"2018-W40";363009.428571429
"75to84";"2018-W41";363369.714285714
"75to84";"2018-W42";363668
"75to84";"2018-W43";363974.285714286
"75to84";"2018-W44";364295.571428571
"75to84";"2018-W45";364609.285714286
"75to84";"2018-W46";364955.714285714
"75to84";"2018-W47";365301.714285714
"75to84";"2018-W48";365658
"75to84";"2018-W49";365986.714285714
"75to84";"2018-W50";366307.714285714
"75to84";"2018-W51";366666.142857143
"75to84";"2018-W52";366941.571428571
"75to84";"2019-W01";367241.142857143
"75to84";"2019-W02";367657.285714286
"75to84";"2019-W03";367976.714285714
"75to84";"2019-W04";368359.428571429
"75to84";"2019-W05";368748.857142857
"75to84";"2019-W06";369068.714285714
"75to84";"2019-W07";369423.714285714
"75to84";"2019-W08";369769.428571429
"75to84";"2019-W09";370180.571428571
"75to84";"2019-W10";370611.428571429
"75to84";"2019-W11";371118.571428571
"75to84";"2019-W12";371555.571428571
"75to84";"2019-W13";372005.571428571
"75to84";"2019-W14";372437
"75to84";"2019-W15";372872.428571429
"75to84";"2019-W16";373308.857142857
"75to84";"2019-W17";373780.571428571
"75to84";"2019-W18";374287.714285714
"75to84";"2019-W19";374758.571428571
"75to84";"2019-W20";375216
"75to84";"2019-W21";375617.857142857
"75to84";"2019-W22";375989.285714286
"75to84";"2019-W23";376346.571428571
"75to84";"2019-W24";376706.857142857
"75to84";"2019-W25";377144.142857143
"75to84";"2019-W26";377607.714285714
"75to84";"2019-W27";378134.285714286
"75to84";"2019-W28";378556.428571429
"75to84";"2019-W29";378891.428571429
"75to84";"2019-W30";379331.428571429
"75to84";"2019-W31";379854.142857143
"75to84";"2019-W32";380317.428571429
"75to84";"2019-W33";380773
"75to84";"2019-W34";381253.142857143
"75to84";"2019-W35";381627.428571429
"75to84";"2019-W36";381983.857142857
"75to84";"2019-W37";382387.142857143
"75to84";"2019-W38";382828.571428571
"75to84";"2019-W39";383320.857142857
"75to84";"2019-W40";383776.714285714
"75to84";"2019-W41";384178.714285714
"75to84";"2019-W42";384489.714285714
"75to84";"2019-W43";384837
"75to84";"2019-W44";385147
"75to84";"2019-W45";385501.428571429
"75to84";"2019-W46";385840.285714286
"75to84";"2019-W47";386190.714285714
"75to84";"2019-W48";386559.714285714
"75to84";"2019-W49";386850.857142857
"75to84";"2019-W50";387195.571428571
"75to84";"2019-W51";387477.428571429
"75to84";"2019-W52";387787.428571429
"75to84";"2020-W01";388191.571428571
"75to84";"2020-W02";388705
"75to84";"2020-W03";389128.857142857
"75to84";"2020-W04";389549.857142857
"75to84";"2020-W05";389936.428571429
"75to84";"2020-W06";390372
"75to84";"2020-W07";390863.142857143
"75to84";"2020-W08";391340.285714286
"75to84";"2020-W09";391874.857142857
"75to84";"2020-W10";392371.428571429
"75to84";"2020-W11";392869.428571429
"75to84";"2020-W12";393297.571428571
"75to84";"2020-W13";393820.428571429
"75to84";"2020-W14";394341.857142857
"75to84";"2020-W15";394792.285714286
"75to84";"2020-W16";395262.142857143
"75to84";"2020-W17";395789.857142857
"75to84";"2020-W18";396322.142857143
"75to84";"2020-W19";396837.571428571
"75to84";"2020-W20";397420.142857143
"75to84";"2020-W21";397956
"75to84";"2020-W22";398394
"85P";"2014-W27";119025.571428571
"85P";"2014-W28";119064.285714286
"85P";"2014-W29";119119
"85P";"2014-W30";119110.285714286
"85P";"2014-W31";119092.714285714
"85P";"2014-W32";119115.285714286
"85P";"2014-W33";119141.571428571
"85P";"2014-W34";119149.142857143
"85P";"2014-W35";119168.857142857
"85P";"2014-W36";119215.428571429
"85P";"2014-W37";119217.571428571
"85P";"2014-W38";119274
"85P";"2014-W39";119358.428571429
"85P";"2014-W40";119460.285714286
"85P";"2014-W41";119538.142857143
"85P";"2014-W42";119553.857142857
"85P";"2014-W43";119542.857142857
"85P";"2014-W44";119588.714285714
"85P";"2014-W45";119647.428571429
"85P";"2014-W46";119671.142857143
"85P";"2014-W47";119654.714285714
"85P";"2014-W48";119606.428571429
"85P";"2014-W49";119554.857142857
"85P";"2014-W50";119489.142857143
"85P";"2014-W51";119442.142857143
"85P";"2014-W52";119400
"85P";"2015-W01";119350.571428571
"85P";"2015-W02";119296.571428571
"85P";"2015-W03";119263.285714286
"85P";"2015-W04";119230.285714286
"85P";"2015-W05";119179.285714286
"85P";"2015-W06";119155
"85P";"2015-W07";119143.142857143
"85P";"2015-W08";119148.857142857
"85P";"2015-W09";119125.285714286
"85P";"2015-W10";119062.714285714
"85P";"2015-W11";119018.428571429
"85P";"2015-W12";119012.714285714
"85P";"2015-W13";119000
"85P";"2015-W14";119010
"85P";"2015-W15";118982.428571429
"85P";"2015-W16";119010.285714286
"85P";"2015-W17";119052.285714286
"85P";"2015-W18";119065.285714286
"85P";"2015-W19";119114
"85P";"2015-W20";119193
"85P";"2015-W21";119253.428571429
"85P";"2015-W22";119299
"85P";"2015-W23";119343.142857143
"85P";"2015-W24";119414.142857143
"85P";"2015-W25";119442.571428571
"85P";"2015-W26";119482.285714286
"85P";"2015-W27";119536.285714286
"85P";"2015-W28";119567
"85P";"2015-W29";119576.714285714
"85P";"2015-W30";119612.142857143
"85P";"2015-W31";119687.428571429
"85P";"2015-W32";119729.142857143
"85P";"2015-W33";119801.714285714
"85P";"2015-W34";119913.142857143
"85P";"2015-W35";119950.571428571
"85P";"2015-W36";120006.571428571
"85P";"2015-W37";120054
"85P";"2015-W38";120078.285714286
"85P";"2015-W39";120140.285714286
"85P";"2015-W40";120133.571428571
"85P";"2015-W41";120187.428571429
"85P";"2015-W42";120230.285714286
"85P";"2015-W43";120224.142857143
"85P";"2015-W44";120184.285714286
"85P";"2015-W45";120222.857142857
"85P";"2015-W46";120235.285714286
"85P";"2015-W47";120290.142857143
"85P";"2015-W48";120304.857142857
"85P";"2015-W49";120241.571428571
"85P";"2015-W50";120228.714285714
"85P";"2015-W51";120209.857142857
"85P";"2015-W52";120170.857142857
"85P";"2015-W53";120190
"85P";"2016-W01";120209
"85P";"2016-W02";120200.571428571
"85P";"2016-W03";120203.428571429
"85P";"2016-W04";120166.571428571
"85P";"2016-W05";120157.285714286
"85P";"2016-W06";120123.428571429
"85P";"2016-W07";120139.571428571
"85P";"2016-W08";120143.142857143
"85P";"2016-W09";120161.857142857
"85P";"2016-W10";120160.285714286
"85P";"2016-W11";120146.571428571
"85P";"2016-W12";120116.714285714
"85P";"2016-W13";120151.714285714
"85P";"2016-W14";120176.142857143
"85P";"2016-W15";120188.714285714
"85P";"2016-W16";120229.428571429
"85P";"2016-W17";120282.142857143
"85P";"2016-W18";120332
"85P";"2016-W19";120330
"85P";"2016-W20";120404.857142857
"85P";"2016-W21";120441.285714286
"85P";"2016-W22";120504.571428571
"85P";"2016-W23";120574.285714286
"85P";"2016-W24";120601.714285714
"85P";"2016-W25";120631.142857143
"85P";"2016-W26";120661.142857143
"85P";"2016-W27";120734
"85P";"2016-W28";120772.142857143
"85P";"2016-W29";120832.285714286
"85P";"2016-W30";120853.714285714
"85P";"2016-W31";120921
"85P";"2016-W32";120986.857142857
"85P";"2016-W33";121056.428571429
"85P";"2016-W34";121104.142857143
"85P";"2016-W35";121145
"85P";"2016-W36";121195.714285714
"85P";"2016-W37";121263.857142857
"85P";"2016-W38";121339.285714286
"85P";"2016-W39";121414.428571429
"85P";"2016-W40";121472.142857143
"85P";"2016-W41";121503
"85P";"2016-W42";121472.714285714
"85P";"2016-W43";121466.571428571
"85P";"2016-W44";121477.285714286
"85P";"2016-W45";121494.142857143
"85P";"2016-W46";121494.142857143
"85P";"2016-W47";121428.857142857
"85P";"2016-W48";121407.571428571
"85P";"2016-W49";121370.285714286
"85P";"2016-W50";121319.714285714
"85P";"2016-W51";121301.142857143
"85P";"2016-W52";121227.857142857
"85P";"2017-W01";121155.714285714
"85P";"2017-W02";121120.428571429
"85P";"2017-W03";121117.428571429
"85P";"2017-W04";121088.428571429
"85P";"2017-W05";121062.857142857
"85P";"2017-W06";121011.285714286
"85P";"2017-W07";120970
"85P";"2017-W08";120906
"85P";"2017-W09";120847.142857143
"85P";"2017-W10";120813
"85P";"2017-W11";120830.714285714
"85P";"2017-W12";120851.857142857
"85P";"2017-W13";120880.571428571
"85P";"2017-W14";120963.714285714
"85P";"2017-W15";120984.428571429
"85P";"2017-W16";121046.428571429
"85P";"2017-W17";121085.857142857
"85P";"2017-W18";121118.285714286
"85P";"2017-W19";121135.428571429
"85P";"2017-W20";121160
"85P";"2017-W21";121202.571428571
"85P";"2017-W22";121231.428571429
"85P";"2017-W23";121237.428571429
"85P";"2017-W24";121263.142857143
"85P";"2017-W25";121304.857142857
"85P";"2017-W26";121362.285714286
"85P";"2017-W27";121439.714285714
"85P";"2017-W28";121511.857142857
"85P";"2017-W29";121563
"85P";"2017-W30";121619.142857143
"85P";"2017-W31";121691.714285714
"85P";"2017-W32";121743
"85P";"2017-W33";121790.571428571
