"group";"ISOweek";"GSIPLS"
"65to74";"2015-W06";0.0212808085841048
"65to74";"2015-W07";0.0293193052184418
"65to74";"2015-W08";0.0307116271778011
"65to74";"2015-W09";0.0471871726927437
"65to74";"2015-W10";0.063741030500814
"65to74";"2015-W11";0.0517403848364437
"65to74";"2015-W12";0.0544994259825936
"65to74";"2015-W13";0.0501084099908548
"65to74";"2015-W14";0.0270282801081618
"65to74";"2015-W15";0.0297020894766971
"65to74";"2015-W16";0.0144286217240987
"65to74";"2015-W17";0.00782486015121157
"65to74";"2015-W18";0.00278294100765989
"65to74";"2015-W19";0.00177916142798857
"65to74";"2015-W20";0.00124978264103753
"65to74";"2015-W21";0.0021566152446047
"65to74";"2015-W22";0.000671119066330734
"65to74";"2015-W23";0.002101061022778
"65to74";"2015-W24";0.001979997983901
"65to74";"2015-W25";0.000676905204773167
"65to74";"2015-W26";0
"65to74";"2015-W27";0.0012874016162084
"65to74";"2015-W28";0.00062590491007968
"65to74";"2015-W29";0
"65to74";"2015-W30";0
"65to74";"2015-W31";0
"65to74";"2015-W32";0
"65to74";"2015-W33";0
"65to74";"2015-W34";0
"65to74";"2015-W35";0
"65to74";"2015-W36";0.000616014898127577
"65to74";"2015-W37";0
"65to74";"2015-W38";0
"65to74";"2015-W39";0
"65to74";"2015-W40";0
"65to74";"2015-W41";0
"65to74";"2015-W42";0
"65to74";"2015-W43";0
"65to74";"2015-W44";0.00134964907365321
"65to74";"2015-W45";0
"65to74";"2015-W46";0
"65to74";"2015-W47";0
"65to74";"2015-W48";0
"65to74";"2015-W49";0.00137132712596251
"65to74";"2015-W50";0.00148777434728988
"65to74";"2015-W51";0.00156475830440093
"65to74";"2015-W52";0.00241958930819113
"65to74";"2015-W53";0.00263048301583628
"65to74";"2016-W01";0.00172780591756245
"65to74";"2016-W02";0.00435968374405889
"65to74";"2016-W03";0.00747720599423101
"65to74";"2016-W04";0.0170918813914308
"65to74";"2016-W05";0.0328222779222235
"65to74";"2016-W06";0.0458781302035583
"65to74";"2016-W07";0.0615730876101282
"65to74";"2016-W08";0.10173076237146
"65to74";"2016-W09";0.0961425115183078
"65to74";"2016-W10";0.0949643137599807
"65to74";"2016-W11";0.0783541875995119
"65to74";"2016-W12";0.0677754448727927
"65to74";"2016-W13";0.0433548868181835
"65to74";"2016-W14";0.0197444831528773
"65to74";"2016-W15";0.0111008342625123
"65to74";"2016-W16";0.00435147001718468
"65to74";"2016-W17";0.00564285090349026
"65to74";"2016-W18";0.00391164895793722
"65to74";"2016-W19";0.00282833664581037
"65to74";"2016-W20";0.000738091504737955
"65to74";"2016-W21";0.000576065216538572
"65to74";"2016-W22";0.000544399760029812
"65to74";"2016-W23";0
"65to74";"2016-W24";0.000577446407527948
"65to74";"2016-W25";0
"65to74";"2016-W26";0
"65to74";"2016-W27";0
"65to74";"2016-W28";0
"65to74";"2016-W29";0
"65to74";"2016-W30";0
"65to74";"2016-W31";0.00107076375809636
"65to74";"2016-W32";0.000554480882905804
"65to74";"2016-W33";0
"65to74";"2016-W34";0
"65to74";"2016-W35";0
"65to74";"2016-W36";0
"65to74";"2016-W37";0
"65to74";"2016-W38";0
"65to74";"2016-W39";0
"65to74";"2016-W40";0.00106484836453614
"65to74";"2016-W41";0
"65to74";"2016-W42";0
"65to74";"2016-W43";0.000644864389327857
"65to74";"2016-W44";0
"65to74";"2016-W45";0
"65to74";"2016-W46";0.000651227673545984
"65to74";"2016-W47";0.000619899183199328
"65to74";"2016-W48";0.0026887556242597
"65to74";"2016-W49";0.0105116144308595
"65to74";"2016-W50";0.00763579903585589
"65to74";"2016-W51";0.0279244128587914
"65to74";"2016-W52";0.0481821153162401
"65to74";"2017-W01";0.0524182007733119
"65to74";"2017-W02";0.047281947202164
"65to74";"2017-W03";0.0397500972999544
"65to74";"2017-W04";0.0657971652419387
"65to74";"2017-W05";0.111800555702302
"65to74";"2017-W06";0.12445518793406
"65to74";"2017-W07";0.143237876753176
"65to74";"2017-W08";0.125953846571286
"65to74";"2017-W09";0.0459675301788633
"65to74";"2017-W10";0.0284125431432395
"65to74";"2017-W11";0.0243728076271632
"65to74";"2017-W12";0.0101627212871728
"65to74";"2017-W13";0.00668977334627156
"65to74";"2017-W14";0.00451515852066746
"65to74";"2017-W15";0.00386813604621112
"65to74";"2017-W16";0.00188468839533059
"65to74";"2017-W17";0
"65to74";"2017-W18";0.00258716796211793
"65to74";"2017-W19";0.000720427899518734
"65to74";"2017-W20";0.00164972192849809
"65to74";"2017-W21";0
"65to74";"2017-W22";0
"65to74";"2017-W23";0
"65to74";"2017-W24";0.000617810019986236
"65to74";"2017-W25";0
"65to74";"2017-W26";0
"65to74";"2017-W27";0.000997969155006913
"65to74";"2017-W28";0
"65to74";"2017-W29";0
"65to74";"2017-W30";0.000513146581595496
"65to74";"2017-W31";0
"65to74";"2017-W32";0
"65to74";"2017-W33";0
"65to74";"2017-W34";0
"65to74";"2017-W35";0
"65to74";"2017-W36";0
"65to74";"2017-W37";0.000637492663480803
"65to74";"2017-W38";0.00126526755442086
"65to74";"2017-W39";0.00133655656932223
"65to74";"2017-W40";0
"65to74";"2017-W41";0
"65to74";"2017-W42";0
"65to74";"2017-W43";0.000617925406323681
"65to74";"2017-W44";0
"65to74";"2017-W45";0
"65to74";"2017-W46";0.000648584254906134
"65to74";"2017-W47";0.00193369509776865
"65to74";"2017-W48";0
"65to74";"2017-W49";0.00147205907627186
"65to74";"2017-W50";0.00502832977368739
"65to74";"2017-W51";0.0119619389974576
"65to74";"2017-W52";0.0291720809234819
"65to74";"2018-W01";0.0183357395758824
"65to74";"2018-W02";0.0260599248052022
"65to74";"2018-W03";0.0461568237941093
"65to74";"2018-W04";0.102340311371343
"65to74";"2018-W05";0.167598734742027
"65to74";"2018-W06";0.254189376738475
"65to74";"2018-W07";0.432613060727129
"65to74";"2018-W08";0.422344553110534
"65to74";"2018-W09";0.39702977622926
"65to74";"2018-W10";0.428640384786341
"65to74";"2018-W11";0.30874152225722
"65to74";"2018-W12";0.255741192493937
"65to74";"2018-W13";0.241675446369026
"65to74";"2018-W14";0.141426815255281
"65to74";"2018-W15";0.0586186201794245
"65to74";"2018-W16";0.0282224120610073
"65to74";"2018-W17";0.0095701928334685
"65to74";"2018-W18";0.00637198276732615
"65to74";"2018-W19";0.00399978301476738
"65to74";"2018-W20";0.0012339002664519
"65to74";"2018-W21";0.000590921407141417
"65to74";"2018-W22";0
"65to74";"2018-W23";0
"65to74";"2018-W24";0
"65to74";"2018-W25";0
"65to74";"2018-W26";0
"65to74";"2018-W27";0
"65to74";"2018-W28";0
"65to74";"2018-W29";0
"65to74";"2018-W30";0
"65to74";"2018-W31";0.000978595080676826
"65to74";"2018-W32";0
"65to74";"2018-W33";0
"65to74";"2018-W34";0
"65to74";"2018-W35";0
"65to74";"2018-W36";0.000546356439054106
"65to74";"2018-W37";0
"65to74";"2018-W38";0
"65to74";"2018-W39";0
"65to74";"2018-W40";0
"65to74";"2018-W41";0
"65to74";"2018-W42";0.000532549996793264
"65to74";"2018-W43";0.00051372823907513
"65to74";"2018-W44";0
"65to74";"2018-W45";0
"65to74";"2018-W46";0
"65to74";"2018-W47";0.00105239461825314
"65to74";"2018-W48";0.00250398490615366
"65to74";"2018-W49";0.00912646912555467
"65to74";"2018-W50";0.00717494723708945
"65to74";"2018-W51";0.0190995438004252
"65to74";"2018-W52";0.0388708777847278
"65to74";"2019-W01";0.0287866196871368
"65to74";"2019-W02";0.0337564127185365
"65to74";"2019-W03";0.02974960887438
"65to74";"2019-W04";0.0736685063686368
"65to74";"2019-W05";0.175463567951738
"65to74";"2019-W06";0.281337286146691
"65to74";"2019-W07";0.280603706003257
"65to74";"2019-W08";0.176092156196742
"65to74";"2019-W09";0.10054048647878
"65to74";"2019-W10";0.0774110952447466
"65to74";"2019-W11";0.0457903939687484
"65to74";"2019-W12";0.0395412470477922
"65to74";"2019-W13";0.0297784286664367
"65to74";"2019-W14";0.0199342867616947
"65to74";"2019-W15";0.0202565409160052
"65to74";"2019-W16";0.0156598813260924
"65to74";"2019-W17";0.0111775766090673
"65to74";"2019-W18";0.0024606558688283
"65to74";"2019-W19";0.00191757668535439
"65to74";"2019-W20";0.0005962964006679
"65to74";"2019-W21";0.00196789968966074
"65to74";"2019-W22";0
"65to74";"2019-W23";0.000703684400905458
"65to74";"2019-W24";0.00113538792548946
"65to74";"2019-W25";0.00118792936123571
"65to74";"2019-W26";0.000560712329017391
"65to74";"2019-W27";0
"65to74";"2019-W28";0.00101680637057555
"65to74";"2019-W29";0
"65to74";"2019-W30";0.000494374563805519
"65to74";"2019-W31";0
"65to74";"2019-W32";0.00104725643814149
"65to74";"2019-W33";0
"65to74";"2019-W34";0
"65to74";"2019-W35";0
"65to74";"2019-W36";0
"65to74";"2019-W37";0
"65to74";"2019-W38";0
"65to74";"2019-W39";0
"65to74";"2019-W40";0.00119919123645282
"65to74";"2019-W41";0.000575718525651368
"65to74";"2019-W42";0
"65to74";"2019-W43";0.00248751806002428
"65to74";"2019-W44";0.00127765808079696
"65to74";"2019-W45";0.0025464335121728
"65to74";"2019-W46";0.00240310341571378
"65to74";"2019-W47";0.00909437579393822
"65to74";"2019-W48";0.00675843977352875
"65to74";"2019-W49";0.00486888941127139
"65to74";"2019-W50";0.00942613952247962
"65to74";"2019-W51";0.022692651956391
"65to74";"2019-W52";0.0382594355818681
"65to74";"2020-W01";0.0454410277724253
"65to74";"2020-W02";0.0279490847270928
"65to74";"2020-W03";0.0180467733006665
"65to74";"2020-W04";0.023420923841723
"65to74";"2020-W05";0.0260137584913754
"65to74";"2020-W06";0.0372154748413533
"65to74";"2020-W07";0.0448146811392117
"65to74";"2020-W08";0.0443143901241033
"65to74";"2020-W09";0.0441764847376585
"65to74";"2020-W10";0.0453600150159624
"65to74";"2020-W11";0.0738249257862685
"65to74";"2020-W12";0.0273968785188316
"65to74";"2020-W13";0.00931251176435783
"65to74";"2020-W14";0.00303122045527928
"65to74";"2020-W15";0.000781225381906201
"65to74";"2020-W16";0.000932099339150319
"65to74";"2020-W17";0
"65to74";"2020-W18";0
"65to74";"2020-W19";0
"65to74";"2020-W20";0
"65to74";"2020-W21";0
"65to74";"2020-W22";0
"75to84";"2014-W27";0
"75to84";"2014-W28";0
"75to84";"2014-W29";0
"75to84";"2014-W30";0
"75to84";"2014-W31";0
"75to84";"2014-W32";0
"75to84";"2014-W33";0
"75to84";"2014-W34";0
"75to84";"2014-W35";0
"75to84";"2014-W36";0
"75to84";"2014-W37";0
"75to84";"2014-W38";0
"75to84";"2014-W39";0
"75to84";"2014-W40";0
"75to84";"2014-W41";0
"75to84";"2014-W42";0.00655722009057191
"75to84";"2014-W43";0
"75to84";"2014-W44";0
"75to84";"2014-W45";0
"75to84";"2014-W46";0
"75to84";"2014-W47";0
"75to84";"2014-W48";0
"75to84";"2014-W49";0
"75to84";"2014-W50";0
"75to84";"2014-W51";0
"75to84";"2014-W52";0
"75to84";"2015-W01";0.00485877177439558
"75to84";"2015-W02";0.00468752389870681
"75to84";"2015-W03";0.0118357255971889
"75to84";"2015-W04";0
"75to84";"2015-W05";0.00725681883898401
"75to84";"2015-W06";0.063852679363076
"75to84";"2015-W07";0.0667004054863874
"75to84";"2015-W08";0.109794343223688
"75to84";"2015-W09";0.222686009757596
"75to84";"2015-W10";0.192036054794135
"75to84";"2015-W11";0.181061031310848
"75to84";"2015-W12";0.123285149261286
"75to84";"2015-W13";0.115488774127828
"75to84";"2015-W14";0.0745144330725678
"75to84";"2015-W15";0.0942476374409048
"75to84";"2015-W16";0.043443377714876
"75to84";"2015-W17";0.0102201283335295
"75to84";"2015-W18";0.0222285802903496
"75to84";"2015-W19";0.00793261898381289
"75to84";"2015-W20";0.0119202192992521
"75to84";"2015-W21";0.00693152000289531
"75to84";"2015-W22";0.00280259450932501
"75to84";"2015-W23";0.00295853315153343
"75to84";"2015-W24";0
"75to84";"2015-W25";0
"75to84";"2015-W26";0.00264987560287731
"75to84";"2015-W27";0
"75to84";"2015-W28";0
"75to84";"2015-W29";0
"75to84";"2015-W30";0
"75to84";"2015-W31";0.00281920405765068
"75to84";"2015-W32";0
"75to84";"2015-W33";0
"75to84";"2015-W34";0
"75to84";"2015-W35";0
"75to84";"2015-W36";0
"75to84";"2015-W37";0
"75to84";"2015-W38";0
"75to84";"2015-W39";0
"75to84";"2015-W40";0
"75to84";"2015-W41";0
"75to84";"2015-W42";0.00307696837455851
"75to84";"2015-W43";0
"75to84";"2015-W44";0
"75to84";"2015-W45";0
"75to84";"2015-W46";0
"75to84";"2015-W47";0
"75to84";"2015-W48";0
"75to84";"2015-W49";0
"75to84";"2015-W50";0.00305774101974833
"75to84";"2015-W51";0.00310403647240534
"75to84";"2015-W52";0
"75to84";"2015-W53";0.00364833840170687
"75to84";"2016-W01";0.00678895575938682
"75to84";"2016-W02";0.0126118218796447
"75to84";"2016-W03";0.0133744369533991
"75to84";"2016-W04";0.0515427324153074
"75to84";"2016-W05";0.0887078055551448
"75to84";"2016-W06";0.136212290735186
"75to84";"2016-W07";0.201448154073209
"75to84";"2016-W08";0.244419582344108
"75to84";"2016-W09";0.231293098729158
"75to84";"2016-W10";0.261284579994604
"75to84";"2016-W11";0.206613669480448
"75to84";"2016-W12";0.186361641489044
"75to84";"2016-W13";0.117599539717702
"75to84";"2016-W14";0.0457607349683091
"75to84";"2016-W15";0.0348566787416019
"75to84";"2016-W16";0.0225392142475201
"75to84";"2016-W17";0.00622375976397376
"75to84";"2016-W18";0.0148744973053528
"75to84";"2016-W19";0.00545202032462903
"75to84";"2016-W20";0
"75to84";"2016-W21";0
"75to84";"2016-W22";0
"75to84";"2016-W23";0
"75to84";"2016-W24";0.00253885469317699
"75to84";"2016-W25";0
"75to84";"2016-W26";0
"75to84";"2016-W27";0
"75to84";"2016-W28";0
"75to84";"2016-W29";0
"75to84";"2016-W30";0
"75to84";"2016-W31";0
"75to84";"2016-W32";0
"75to84";"2016-W33";0
"75to84";"2016-W34";0
"75to84";"2016-W35";0
"75to84";"2016-W36";0
"75to84";"2016-W37";0.00255507678436686
"75to84";"2016-W38";0
"75to84";"2016-W39";0
"75to84";"2016-W40";0.0024305072912596
"75to84";"2016-W41";0
"75to84";"2016-W42";0
"75to84";"2016-W43";0.00252199783260112
"75to84";"2016-W44";0
"75to84";"2016-W45";0
"75to84";"2016-W46";0
"75to84";"2016-W47";0.00905073400599201
"75to84";"2016-W48";0.0155158918593939
"75to84";"2016-W49";0.012506707134715
"75to84";"2016-W50";0.0269372425294201
"75to84";"2016-W51";0.0507443436721399
"75to84";"2016-W52";0.153207736300341
"75to84";"2017-W01";0.181616353314589
"75to84";"2017-W02";0.149052299936488
"75to84";"2017-W03";0.167342667575343
"75to84";"2017-W04";0.238575244909002
"75to84";"2017-W05";0.502130545896758
"75to84";"2017-W06";0.54130587554445
"75to84";"2017-W07";0.608734260887971
"75to84";"2017-W08";0.513172428652771
"75to84";"2017-W09";0.308596900163725
"75to84";"2017-W10";0.143626174243216
"75to84";"2017-W11";0.106750031581088
"75to84";"2017-W12";0.0480474890038797
"75to84";"2017-W13";0.00617743077667934
"75to84";"2017-W14";0.0140886740775886
"75to84";"2017-W15";0.00613286585065568
"75to84";"2017-W16";0.00306786975290938
"75to84";"2017-W17";0.00292148242662779
"75to84";"2017-W18";0
"75to84";"2017-W19";0
"75to84";"2017-W20";0.00309380770586213
"75to84";"2017-W21";0
"75to84";"2017-W22";0
"75to84";"2017-W23";0
"75to84";"2017-W24";0
"75to84";"2017-W25";0
"75to84";"2017-W26";0.00225713801452983
"75to84";"2017-W27";0
"75to84";"2017-W28";0.00254705406059034
"75to84";"2017-W29";0
"75to84";"2017-W30";0
"75to84";"2017-W31";0
"75to84";"2017-W32";0
"75to84";"2017-W33";0
"75to84";"2017-W34";0
"75to84";"2017-W35";0
"75to84";"2017-W36";0
"75to84";"2017-W37";0
"75to84";"2017-W38";0
"75to84";"2017-W39";0
"75to84";"2017-W40";0.00296999262342777
"75to84";"2017-W41";0.00566220177604292
"75to84";"2017-W42";0
"75to84";"2017-W43";0
"75to84";"2017-W44";0
"75to84";"2017-W45";0
"75to84";"2017-W46";0
"75to84";"2017-W47";0.00365254707764078
"75to84";"2017-W48";0
"75to84";"2017-W49";0.0121022625064768
"75to84";"2017-W50";0.0221274722919339
"75to84";"2017-W51";0.0425113471252689
"75to84";"2017-W52";0.0813216079805587
"75to84";"2018-W01";0.140198382012542
"75to84";"2018-W02";0.103666861001562
"75to84";"2018-W03";0.179147203670443
"75to84";"2018-W04";0.370345708972517
"75to84";"2018-W05";0.563640624465044
"75to84";"2018-W06";0.823108397864779
"75to84";"2018-W07";1.29684719079393
"75to84";"2018-W08";1.48428561572117
"75to84";"2018-W09";1.20733081203222
"75to84";"2018-W10";1.27513890181821
"75to84";"2018-W11";1.00323600234464
"75to84";"2018-W12";1.00625615138375
"75to84";"2018-W13";0.746967846453662
"75to84";"2018-W14";0.417208713710927
"75to84";"2018-W15";0.195997818413328
"75to84";"2018-W16";0.0683476682662989
"75to84";"2018-W17";0.0194825716318857
"75to84";"2018-W18";0.0129366173633416
"75to84";"2018-W19";0.0046732497424835
"75to84";"2018-W20";0
"75to84";"2018-W21";0
"75to84";"2018-W22";0
"75to84";"2018-W23";0
"75to84";"2018-W24";0
"75to84";"2018-W25";0
"75to84";"2018-W26";0
"75to84";"2018-W27";0
"75to84";"2018-W28";0
"75to84";"2018-W29";0
"75to84";"2018-W30";0
"75to84";"2018-W31";0
"75to84";"2018-W32";0
"75to84";"2018-W33";0
"75to84";"2018-W34";0
"75to84";"2018-W35";0
"75to84";"2018-W36";0
"75to84";"2018-W37";0
"75to84";"2018-W38";0
"75to84";"2018-W39";0
"75to84";"2018-W40";0
"75to84";"2018-W41";0.00202215204308341
"75to84";"2018-W42";0
"75to84";"2018-W43";0
"75to84";"2018-W44";0
"75to84";"2018-W45";0
"75to84";"2018-W46";0
"75to84";"2018-W47";0.00214319956566152
"75to84";"2018-W48";0.0067536350898112
"75to84";"2018-W49";0.0158123098194994
"75to84";"2018-W50";0.0152331164412385
"75to84";"2018-W51";0.0558224735422544
"75to84";"2018-W52";0.121384859684604
"75to84";"2019-W01";0.0729167903195101
"75to84";"2019-W02";0.0737949344144325
"75to84";"2019-W03";0.0794051336898404
"75to84";"2019-W04";0.167442132283365
"75to84";"2019-W05";0.483762837748832
"75to84";"2019-W06";0.6818062558758
"75to84";"2019-W07";0.663936568307029
"75to84";"2019-W08";0.513949336603762
"75to84";"2019-W09";0.39836928975938
"75to84";"2019-W10";0.203410441554647
"75to84";"2019-W11";0.1353963276025
"75to84";"2019-W12";0.122039606339844
"75to84";"2019-W13";0.128768255240414
"75to84";"2019-W14";0.0977800201227372
"75to84";"2019-W15";0.0563387988846682
"75to84";"2019-W16";0.0531718314860916
"75to84";"2019-W17";0.0599805676227619
"75to84";"2019-W18";0
"75to84";"2019-W19";0.00931332148318652
"75to84";"2019-W20";0.00534140049004254
"75to84";"2019-W21";0.0123680994812695
"75to84";"2019-W22";0.00210797436629005
"75to84";"2019-W23";0.00228048171566041
"75to84";"2019-W24";0
"75to84";"2019-W25";0
"75to84";"2019-W26";0
"75to84";"2019-W27";0
"75to84";"2019-W28";0
"75to84";"2019-W29";0.00203401096702685
"75to84";"2019-W30";0.00213353966980095
"75to84";"2019-W31";0
"75to84";"2019-W32";0.0018459452052032
"75to84";"2019-W33";0
"75to84";"2019-W34";0
"75to84";"2019-W35";0
"75to84";"2019-W36";0.00218625423382081
"75to84";"2019-W37";0
"75to84";"2019-W38";0.00478992183735419
"75to84";"2019-W39";0.00213700110568839
"75to84";"2019-W40";0.00200971498357788
"75to84";"2019-W41";0.00212746806903838
"75to84";"2019-W42";0.00210373453586926
"75to84";"2019-W43";0
"75to84";"2019-W44";0
"75to84";"2019-W45";0.0123947463115564
"75to84";"2019-W46";0.0110497069766501
"75to84";"2019-W47";0.0260353689258961
"75to84";"2019-W48";0.00939580347907087
"75to84";"2019-W49";0.015716295666663
"75to84";"2019-W50";0.0214914032620761
"75to84";"2019-W51";0.0669447393675317
"75to84";"2019-W52";0.0577207909288856
"75to84";"2020-W01";0.122029802853602
"75to84";"2020-W02";0.0757686181149978
"75to84";"2020-W03";0.0392943481437999
"75to84";"2020-W04";0.069390860378336
"75to84";"2020-W05";0.135994364418809
"75to84";"2020-W06";0.113806457392047
"75to84";"2020-W07";0.135468080181853
"75to84";"2020-W08";0.138539897150297
"75to84";"2020-W09";0.0774911599275974
"75to84";"2020-W10";0.148406676266447
"75to84";"2020-W11";0.203198794772524
"75to84";"2020-W12";0.0963906955356414
"75to84";"2020-W13";0.0437475132214003
"75to84";"2020-W14";0.00967811426056404
"75to84";"2020-W15";0.00171306540832539
"75to84";"2020-W16";0.00162578560929919
"75to84";"2020-W17";0
"75to84";"2020-W18";0
"75to84";"2020-W19";0
"75to84";"2020-W20";0
"75to84";"2020-W21";0
"75to84";"2020-W22";0
"85P";"2014-W27";0
"85P";"2014-W28";0
"85P";"2014-W29";0
"85P";"2014-W30";0
"85P";"2014-W31";0
"85P";"2014-W32";0
"85P";"2014-W33";0
"85P";"2014-W34";0
"85P";"2014-W35";0
"85P";"2014-W36";0
"85P";"2014-W37";0
"85P";"2014-W38";0
"85P";"2014-W39";0
"85P";"2014-W40";0
"85P";"2014-W41";0
"85P";"2014-W42";0
"85P";"2014-W43";0
"85P";"2014-W44";0
"85P";"2014-W45";0
"85P";"2014-W46";0
"85P";"2014-W47";0
"85P";"2014-W48";0
"85P";"2014-W49";0
"85P";"2014-W50";0
"85P";"2014-W51";0
"85P";"2014-W52";0.0201313659307144
"85P";"2015-W01";0.0268172572189121
"85P";"2015-W02";0
"85P";"2015-W03";0
"85P";"2015-W04";0
"85P";"2015-W05";0.0223885291869835
"85P";"2015-W06";0.043386655174509
"85P";"2015-W07";0.291368384420383
"85P";"2015-W08";0.346142869883247
"85P";"2015-W09";0.693405349568704
"85P";"2015-W10";0.483918870393904
"85P";"2015-W11";0.386505519068665
"85P";"2015-W12";0.380682719620924
"85P";"2015-W13";0.172516065249629
"85P";"2015-W14";0.13005370095236
"85P";"2015-W15";0.105602824546772
"85P";"2015-W16";0.0416565228744378
"85P";"2015-W17";0.0184147162579486
"85P";"2015-W18";0.0191160859247124
"85P";"2015-W19";0
"85P";"2015-W20";0.0171746669802809
"85P";"2015-W21";0
"85P";"2015-W22";0
"85P";"2015-W23";0
"85P";"2015-W24";0
"85P";"2015-W25";0.0141590162545635
"85P";"2015-W26";0.0139394626374158
"85P";"2015-W27";0
"85P";"2015-W28";0
"85P";"2015-W29";0
"85P";"2015-W30";0
"85P";"2015-W31";0
"85P";"2015-W32";0
"85P";"2015-W33";0
"85P";"2015-W34";0
"85P";"2015-W35";0
"85P";"2015-W36";0
"85P";"2015-W37";0
"85P";"2015-W38";0
"85P";"2015-W39";0
"85P";"2015-W40";0
"85P";"2015-W41";0
"85P";"2015-W42";0
"85P";"2015-W43";0
"85P";"2015-W44";0
"85P";"2015-W45";0
"85P";"2015-W46";0
"85P";"2015-W47";0
"85P";"2015-W48";0.0144404245804563
"85P";"2015-W49";0.0155622802285991
"85P";"2015-W50";0
"85P";"2015-W51";0.0332170511536507
"85P";"2015-W52";0
"85P";"2015-W53";0
"85P";"2016-W01";0
"85P";"2016-W02";0
"85P";"2016-W03";0.0423562703490506
"85P";"2016-W04";0.0861495553201949
"85P";"2016-W05";0.127997576931845
"85P";"2016-W06";0.223844837927403
"85P";"2016-W07";0.283714641895585
"85P";"2016-W08";0.389833303311143
"85P";"2016-W09";0.322462864714789
"85P";"2016-W10";0.478512500970012
"85P";"2016-W11";0.280079277378734
"85P";"2016-W12";0.421402096170092
"85P";"2016-W13";0.230666374893542
"85P";"2016-W14";0.0811504794199675
"85P";"2016-W15";0.0382130496878547
"85P";"2016-W16";0.0336213155945481
"85P";"2016-W17";0.0532907785282036
"85P";"2016-W18";0.0371552344113573
"85P";"2016-W19";0.0173350815106928
"85P";"2016-W20";0.017796380899014
"85P";"2016-W21";0
"85P";"2016-W22";0
"85P";"2016-W23";0
"85P";"2016-W24";0
"85P";"2016-W25";0
"85P";"2016-W26";0
"85P";"2016-W27";0
"85P";"2016-W28";0
"85P";"2016-W29";0
"85P";"2016-W30";0
"85P";"2016-W31";0
"85P";"2016-W32";0
"85P";"2016-W33";0
"85P";"2016-W34";0
"85P";"2016-W35";0
"85P";"2016-W36";0
"85P";"2016-W37";0
"85P";"2016-W38";0
"85P";"2016-W39";0
"85P";"2016-W40";0
"85P";"2016-W41";0
"85P";"2016-W42";0
"85P";"2016-W43";0
"85P";"2016-W44";0.0145018568682119
"85P";"2016-W45";0
"85P";"2016-W46";0.0153107955163528
"85P";"2016-W47";0.0463887090355761
"85P";"2016-W48";0.0616019280147472
"85P";"2016-W49";0.0342141525824311
"85P";"2016-W50";0.105649546127721
"85P";"2016-W51";0.104322646165913
"85P";"2016-W52";0.706305350956872
"85P";"2017-W01";0.774046373392152
"85P";"2017-W02";0.794674455946293
"85P";"2017-W03";0.713660921169313
"85P";"2017-W04";1.29310278384818
"85P";"2017-W05";1.67867347489029
"85P";"2017-W06";2.13859428461909
"85P";"2017-W07";2.77700693744004
"85P";"2017-W08";1.83982214448975
"85P";"2017-W09";0.67104756018434
"85P";"2017-W10";0.46732682646356
"85P";"2017-W11";0.239177074456923
"85P";"2017-W12";0.0835320564672408
"85P";"2017-W13";0.0829448853438655
"85P";"2017-W14";0.0364948034992197
"85P";"2017-W15";0
"85P";"2017-W16";0.017949476546536
"85P";"2017-W17";0.0187562431007456
"85P";"2017-W18";0
"85P";"2017-W19";0.0190816388120402
"85P";"2017-W20";0
"85P";"2017-W21";0
"85P";"2017-W22";0
"85P";"2017-W23";0
"85P";"2017-W24";0
"85P";"2017-W25";0
"85P";"2017-W26";0
"85P";"2017-W27";0
"85P";"2017-W28";0
"85P";"2017-W29";0
"85P";"2017-W30";0
"85P";"2017-W31";0
"85P";"2017-W32";0
"85P";"2017-W33";0
"85P";"2017-W34";0
"85P";"2017-W35";0
"85P";"2017-W36";0
"85P";"2017-W37";0
"85P";"2017-W38";0
"85P";"2017-W39";0
"85P";"2017-W40";0
"85P";"2017-W41";0
"85P";"2017-W42";0
"85P";"2017-W43";0
"85P";"2017-W44";0
"85P";"2017-W45";0
"85P";"2017-W46";0
"85P";"2017-W47";0
"85P";"2017-W48";0.0171521247716394
"85P";"2017-W49";0.017418456496611
"85P";"2017-W50";0.123398106621721
"85P";"2017-W51";0.107985408963868
"85P";"2017-W52";0.331395660088408
"85P";"2018-W01";0.24791084004895
"85P";"2018-W02";0.520936639745544
"85P";"2018-W03";0.503767406235418
"85P";"2018-W04";1.11898296244272
"85P";"2018-W05";1.71461952669098
"85P";"2018-W06";2.43415924944121
"85P";"2018-W07";4.57668942206607
"85P";"2018-W08";5.24276092601519
"85P";"2018-W09";5.11760971922124
"85P";"2018-W10";5.08718529967555
"85P";"2018-W11";4.22704992017633
"85P";"2018-W12";3.08801991059847
"85P";"2018-W13";2.51875043291077
"85P";"2018-W14";1.79048453301851
"85P";"2018-W15";0.775851104287493
"85P";"2018-W16";0.248931418625364
"85P";"2018-W17";0.0574813064026343
"85P";"2018-W18";0.0161233568890864
"85P";"2018-W19";0
"85P";"2018-W20";0
"85P";"2018-W21";0
"85P";"2018-W22";0
"85P";"2018-W23";0
"85P";"2018-W24";0
"85P";"2018-W25";0
"85P";"2018-W26";0
"85P";"2018-W27";0
"85P";"2018-W28";0
"85P";"2018-W29";0
"85P";"2018-W30";0
"85P";"2018-W31";0
"85P";"2018-W32";0
"85P";"2018-W33";0
"85P";"2018-W34";0
"85P";"2018-W35";0
"85P";"2018-W36";0
